[text];[hashtagsearch];[createdata];[languagetweet];[idtweet];[idstrtweet];[source];[urlscount];[urls];[counthashtags];[dateget];[hashtags];[inreplytostatusid];[inreplytouserid];[searchresulttype];;;;;;
#Felicidade #Exposta é #Vitrine Pra #Inveja... ??;#Ironia;30/08/2017 11:43;pt;9,02859E+17;9,02859E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/EOYBVc2DcA;";2;02/09/2017 23:27;"#multishow;#ironia;";8,9707E+17;719882453;Recent;;;;;;
"	{:";#Ironia;30/08/2017 11:30;pt;9,02856E+17;9,02856E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/PlOAmkZoRg;";1;02/09/2017 23:27;"#ironia;";8,96944E+17;79171702;Recent;;;;;;
A #Sua #Inveja é o #Resultado Do #Meu #Ibope... EBoca ;",#Ironia""";30/08/2017 11:27;pt;9,02855E+17;9,02855E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/uRjOlNOj7Z;";1;02/09/2017 23:27;"#ironia;";8,96913E+17;7,44544E+17;3035765127;;;;;;
"	Esse carinho todo e o reconhecimento recebido pelo trabalho bem feito só pode dar #Inveja em seus perseguidores… {https}://t.co/ALPvjlTuWp	";#Ironia;30/08/2017 11:25;pt;9,02855E+17;9,02855E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/VZbhrFXcTF;";"https://t.co/G0hgRHpIud;";02/09/2017 23:27;"#ironia;";8,96859E+17;109342786;Recent;;;;;;
"	@livfls333 Aí sim. Q rolê #inveja KKKKKK	"; é daqueles que ouvem os dois lados. ;",#Ironia""";30/08/2017 11:20;pt;9,02853E+17;9,02853E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";"https://t.co/IwBGZGuVjj;";1;0;"#ironia;";8,96909E+17;3079309898;Recent;;;;;;
"	@andrefran A verdadeira te segue no instagram? #inveja #respect	";",#Ironia""";30/08/2017 10:33;pt;9,02842E+17;9,02842E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/2wGwizl5gC;";1;02/09/2017 23:27;"#ironia;";8,96892E+17;3079309898;Recent;;;;;;
"	#INVEJA é doença de quem fica prestando atenção nos outros, não faz sucesso, não cresce, não se enxerga. Precisa de ORAÇÃO	";#Ironia;30/08/2017 03:50;pt;9,0274E+17;9,0274E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/QwzJyIwyyB;";4;02/09/2017 23:27;"#ironia;#zoas;#brinks;";8,96896E+17;15670515;Recent;;;;;;
"	@alefancy queria ser normal assim kkkkk pq n posso tirar a blusa q o loca colocando de novo #inveja	";  jovens.;30/08/2017 00:38;pt;9,02692E+17;9,02692E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/HULFAWnCk3;";2;02/09/2017 23:27;"#ironia;#zoera;#trocadilho;";8,96862E+17;149676770;Recent;;;;;;
"	@maritich2 Então então kkkkkkkk #invejaELagrimaAlegria 	";",#Ironia""";30/08/2017 00:36;pt;9,02691E+17;9,02691E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/bHG3eacOiX;";1;02/09/2017 23:27;"#IRONIA;";8,96882E+17;8,5594E+17;Recent;;;;;;
"	Fogo na #INVEJA	";#Ironia;29/08/2017 21:46;pt;9,02649E+17;9,02649E+17;"<a href=http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>""";0;"https://t.co/daUfNNvMYV;";1;02/09/2017 23:27;"#ironia;#zoera;#trocadilho;";8,96575E+17;1020823891;Recent;;;;;;
"	Também queria estar beijando #desgraça #inveja	";#Ironia;29/08/2017 21:40;pt;9,02647E+17;9,02647E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/QwzJyIwyyB;";1;02/09/2017 23:27;"#ironia;";8,97522E+17;2884557225;Recent;;;;;;
"	@poesiemani parabens morrr #inveja	"; esse é… {https}://t.co/G0hgRHpIud;29/08/2017 20:22;pt;9,02628E+17;9,02628E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";1;02/09/2017 23:27;"#ironia;#prefeitoDeFachada;#prefeitoQueControiEstadioproCAM;";"#feliz;#obrigadaDeus;";4420439896;Recent;;;;;;
"	RT @catacoffeerina: @erica2811silva Eu quero fotos!!! Muitas! #Inveja	";#Ironia;29/08/2017 19:45;pt;9,02618E+17;9,02618E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/daUfNNvMYV;";1;02/09/2017 23:27;"#Ironía;";8,97255E+17;4734478094;Recent;;;;;;
"	@erica2811silva Eu quero fotos!!! Muitas! #Inveja	";#Ironia;29/08/2017 19:44;pt;9,02618E+17;9,02618E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/V0lnf56niC;";3;02/09/2017 23:27;"#Ironia;";8,9724E+17;386325130;Recent;;;;;;
"	RT @Luaxxj: @IKhauanna vc eh uma fudida da cintura fina #inveja	";#Ironia;29/08/2017 18:43;pt;9,02603E+17;9,02603E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/6xLB5v0fFq;";3;02/09/2017 23:27;"#Ironia;";8,97602E+17;3307353341;Recent;;;;;;
"	@IKhauanna vc eh uma fudida da cintura fina #inveja	";",#Ironia""";29/08/2017 16:32;pt;9,0257E+17;9,0257E+17;"<a href=http://ken-curte.heroku.com/"" rel=""nofollow"">Ken Curte</a>""";0;"https://t.co/dR2CpeUUwJ;";1;02/09/2017 23:27;"#ironia;";8,97601E+17;8,37726E+17;Recent;;;;;;
"	ACHO ENGRAÇADO QUANDO FALTA LUZ NO BAIRRO E O VIZINHO PERGUNTA : FALTOU AI TAMBÉM ? #NÃO #EU #APAGUEI #PQ #EU #TAVA #COM #INVEJA #FDP ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria 	";",#Ironia""";29/08/2017 15:13;pt;9,0255E+17;9,0255E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";1;"https://t.co/dR2CpeUUwJ;";3;02/09/2017 23:27;"#ironia;";8,97608E+17;106572733;Recent;;;;;;
"	@PaulinhaBraun Meu problema é o Gianne tá beijando e eu não! Hahahaha #inveja #querobeijarmeuboy	";#Ironia;29/08/2017 14:52;pt;9,02545E+17;9,02545E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/1k2j2XEyBU;";1;02/09/2017 23:27;1;8,97589E+17;209614443;Recent;;;;;;
"	@sweetrades nada #inveja	";#Ironia;29/08/2017 13:20;pt;9,02521E+17;9,02521E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/wONGjQObq5;";3;02/09/2017 23:27;"#sqn;#ironia;";8,97566E+17;3082694194;Recent;;;;;;
"	@goiaboo #inveja desse rolê!	";#Ironia;29/08/2017 11:24;pt;9,02492E+17;9,02492E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/t1hNWvCJ9I;";1;02/09/2017 23:27;"#ironía;";8,97563E+17;8,55554E+17;Recent;;;;;;
"	ainda n vi o episódio mas já sei que vai haver pinanço c a dany e o jon #inveja	";#Ironia;29/08/2017 07:12;pt;9,02429E+17;9,02429E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;"https://t.co/Bhrl4dC7lI;";1;02/09/2017 23:27;"#Ironia;";8,97555E+17;6,9497E+17;Recent;;;;;;
"	@1996Juzericardo vamo trocar? #inveja	";",#Ironia""";29/08/2017 03:19;pt;9,0237E+17;9,0237E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/iGiL8xv26N;";1;02/09/2017 23:27;"#ironia;";8,97512E+17;121517065;Recent;;;;;;
"	RT @FcDaMix: O novo clipe do Fifth Harmony tem mais homens que o clube das mulheres ELagrimaAlegria ELagrimaAlegria ESorridente ?? #HeLikeThatMusicVideo #Ciumes #Inveja {https}://t.co…	";",#Ironia""";29/08/2017 02:30;pt;9,02358E+17;9,02358E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/JCHJczoIA7;";1;02/09/2017 23:27;"#ironia;#VMAs;";8,97434E+17;7,51982E+17;Recent;;;;;;
"	Parece q não,mas tu maior peitão #inveja — Hahahaha nem tenho kkkkkk {https}://t.co/djRzsk1RNR	";",#Ironia""";28/08/2017 20:20;pt;9,02265E+17;9,02265E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";1;"https://t.co/FnKjCsTYRH;";1;02/09/2017 23:27;"#ironia;#rindoateaseriec;";8,97419E+17;1127813286;02/09/2017 23:27;;;;;;
"	Você acha que é inveja? #miss #inveja #racismo";",#Ironia""";28/08/2017 18:57;pt;9,02244E+17;9,02244E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/IdfCS99XHK;";9,02225E+17;02/09/2017 23:27;"#ironia;";8,97266E+17;37932287;Recent;;;;;;
{https}://t.co/DZQqhzkwEA;#Ironia; cantem; leiam; tenham con… {https}://t.co/tvdNtevztp;",#Ironia""";28/08/2017 17:44;pt;"https://t.co/CN7VoTy1Kg;";2;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";"#Ironia;";8,96872E+17;1173213746;Recent;;;;;;
"	@M4THEUSO #inveja elencos estáveis.	";#Ironia;28/08/2017 16:53;pt;9,02213E+17;9,02213E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/Fo52cXjpsl;";1;02/09/2017 23:27;"#ironia;";8,97069E+17;122810740;Recent;;;;;;
"	Gostei de um vídeo @YouTube {https}://t.co/N6dfVR4STH veneno - #inveja do seu namorado	";#Ironia;28/08/2017 16:39;pt;9,02209E+17;9,02209E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/8hdSLu1ZTQ;";1;02/09/2017 23:27;"#JoaoTrabalhador;#ironia;";8,97231E+17;2854072582;Recent;;;;;;
"	Meu professor de Educação Física tirou ft com a musa fitness, nada mais, nada menos q @GraOficial  #inveja...	";#Ironia;28/08/2017 14:11;pt;9,02172E+17;9,02172E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/V2CPHnZS2G;";1;02/09/2017 23:27;"#ironia;";8,97233E+17;3304323899;Recent;;;;;;
"	@Pedriitcho Eu queria muito uma dessa #inveja	";",#Ironia""";28/08/2017 11:37;pt;9,02133E+17;9,02133E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;0;2;02/09/2017 23:27;"#Ironia;";8,97197E+17;115058552;Recent;;;;;;
"	Que bunda hem Jon.. #inveja	";#Ironia;28/08/2017 02:59;pt;9,02003E+17;9,02003E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/VVvFAjpl0e;";2;02/09/2017 23:27;"#ironia;";8,97142E+17;1139665561;Recent;;;;;;
"	RT @DaniellaMarcil1: A #inveja é assim a pessoa quer tudo que você tem. Mas não quer pagar o preço que você paga. #Senhor livra-nos desse m…	";#Ironia;27/08/2017 21:47;pt;9,01924E+17;9,01924E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/WzqRdQguMZ;";1;02/09/2017 23:27;"#ironia;";8,97123E+17;706234256;Recent;;;;;;
"	me pediu abraço esses dias e achei super fofo ECoracao  faz provas voando e mesmo assim vai bem #inveja eu simpatizo muito com você	"; dancem;27/08/2017 21:23;pt;9,01918E+17;9,01918E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/rk2MIayE9r;";1;02/09/2017 23:27;"#ironia;";8,97122E+17;8,77368E+17;Recent;;;;;;
"	A #inveja é assim a pessoa quer tudo que você tem. Mas não quer pagar o preço que você paga. #Senhor livra-nos desse mal.";#Ironia;27/08/2017 20:41;pt;9,01908E+17;9,01908E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/rk2MIayE9r;";1;02/09/2017 23:27;"#FilhoDesnaturado;#PaiPreocupado;#Ironia;";8,97112E+17;186870200;Recent;;;;;;
?EPalmas ??#Amém???;#Ironia;27/08/2017 17:02;pt;9,01852E+17;9,01852E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/EpZsS6He82;";2;02/09/2017 23:27;"#ironia;";8,96927E+17;131674460;Recent;;;;;;
"	@joicehasselmann Oq vc sente por Lula, #INVEJA???	";#Ironia;27/08/2017 12:14;pt;9,0178E+17;9,0178E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/B9uZ8RfkdC;";1;02/09/2017 23:27;"#Ironía;#Música;#FelizFinde;#SabadoDeGanarSeguidores;";8,96877E+17;7,26556E+17;Recent;;;;;;
"	@trombinigih vdd sua kenga veia #invejaESemExpressao ESemExpressao ESemExpressao 	";",#Ironia""";27/08/2017 04:36;pt;9,01665E+17;9,01665E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/4ziCKrmyQx;";1;02/09/2017 23:27;"#ironia;";8,96892E+17;2738837502;Recent;;;;;;
"	Mano olha o tanquinho dessa mulher";#Ironia;27/08/2017 01:32;pt;9,01618E+17;9,01618E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;"https://t.co/6Lcz1Virx7;";1;02/09/2017 23:27;"#ironia;";8,96787E+17;32900069;Recent;;;;;;
#inveja  #vmas;",#Ironia""";26/08/2017 23:56;pt;9,01594E+17;9,01594E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/QaipcU3tCe;";1;02/09/2017 23:27;"#ironia;#DeathNote;#SuicideSquad;#houhouhou;";8,96819E+17;2833015109;Recent;;;;;;
"	@thamiryssfn af queria #inveja	";#Ironia;26/08/2017 23:45;pt;9,01591E+17;9,01591E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/Efdetgh7iH;";1;02/09/2017 23:27;"#ironia;";8,96782E+17;120530473;Recent;;;;;;
"	@thamiryssfn felicidades #inveja	";#Ironia;26/08/2017 22:58;pt;9,0158E+17;9,0158E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/U8qD3zIsaq;";3;02/09/2017 23:27;"#ironia;";8,96736E+17;2853692741;Recent;;;;;;
"	@MahRockGirl seria meu sonho??? HAUSHAUSH TRostoFranzido  #inveja	";#Ironia;26/08/2017 22:10;pt;9,01568E+17;9,01568E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/ju9btQTdSn;";1;02/09/2017 23:27;"#ironia;";8,96543E+17;7,46055E+17;Recent;;;;;;
"	minha irmã foi sair com o boka, vão no Portela #inveja	";#Ironia;26/08/2017 21:50;pt;9,01563E+17;9,01563E+17;"<a href=https://github.com/mariotaku/twidere/"" rel=""nofollow"">Twidere for Android #7</a>""";0;"https://t.co/HTI9uWa5vT;";4;02/09/2017 23:27;"#ironia;#ironia;";8,96479E+17;7,09917E+17;Recent;;;;;;
"	@_littlelee Eles ofereceram 40M pro arsenal certeza q vai pra la msm é ainda vão da o salário q ele quer, o Guardio… {https}://t.co/fCvIuWhG7L	";#Ironia;26/08/2017 18:08;pt;9,01507E+17;9,01507E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;"https://t.co/GkscuWcPXd;";1;02/09/2017 23:27;"#ironia;";8,96432E+17;193129307;Recent;;;;;;
"	Geral deve ta mt Lost na Perfect Line uma hora dessa ! ";#Ironia;26/08/2017 17:34;pt;9,01498E+17;9,01498E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/GkscuWcPXd;";0;02/09/2017 23:27;"#ironia;";8,96231E+17;22050091;Recent;;;;;;
#Inveja ERostoFranzido ??;#Ironia;26/08/2017 11:14;pt;9,01402E+17;9,01402E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;"https://t.co/j9aWVb4pyJ;";1;02/09/2017 23:27;"#ironia;#temeroso;";8,96176E+17;310826194;Recent;;;;;;
"	Câmara Municipal de Jacinto Machado... EGritando  #inveja #minhasedeminhavida {https}://t.co/He0dL0G05K	";",#Ironia""";26/08/2017 07:27;pt;9,01345E+17;9,01345E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/0rWvr9JS2w;";4;02/09/2017 23:27;"#ironia;";8,96173E+17;319768785;Recent;;;;;;
"	Turvo... #camara #inveja EBravo  {https}://t.co/89VWkhtmn0	";#Ironia;26/08/2017 02:04;pt;9,01264E+17;9,01264E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;0;1;02/09/2017 23:27;"#IRONIA;";8,96137E+17;8,23892E+17;Recent;;;;;;
"	RT @NoobMalenistico: @LoiraNoob @mundodosbunitos #Inveja Mas, parabéns Lesli!!!  ECoracao ?ECoracao ?	";#Ironia;26/08/2017 00:08;pt;9,01235E+17;9,01235E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/vpruoLuuve;";0;02/09/2017 23:27;"#ironia;";8,96124E+17;7,33086E+17;Recent;;;;;;
"	&gt;Revolucionar o mundo criando minecraft ";#Ironia;25/08/2017 21:18;pt;9,01192E+17;9,01192E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";1;"https://t.co/IDcmDT4C97;";1;02/09/2017 23:27;"#ironia;";8,96118E+17;4657872687;Recent;;;;;;
"&gt;vender pra ms por bilhões ";",#Ironia""";25/08/2017 20:58;pt;9,01187E+17;9,01187E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/jVoKxW3oYE;";1;02/09/2017 23:27;02/09/2017 23:27;8,96114E+17;220187727;Recent;;;;;;
"&gt;passar o resto da vida se drogando e shitpost… {https}://t.co/RCeWVYUY1J";#Ironia;25/08/2017 19:11;pt;9,0116E+17;9,0116E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";1;"https://t.co/Iz7tjx5le6;";2;02/09/2017 23:27;"#raiva;#surto;";8,95958E+17;8,29125E+17;Recent;;;;;;
"	@LoiraNoob @mundodosbunitos #Inveja Mas, parabéns Lesli!!!  ECoracao ?ECoracao ?	";#Ironia;25/08/2017 18:39;pt;9,01152E+17;9,01152E+17;"<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>""";0;"https://t.co/4D9AJEVMeQ;";1;02/09/2017 23:27;"#raiva;";8,95868E+17;1430711222;Recent;;;;;;
"	@CarolineKobylko vdd cara kkkk e tem uma dentição topper, queria ter uma tbm #inveja agora vou comer... preciso de… {https}://t.co/QkjiaefilC	";",#Ironia""";25/08/2017 18:39;pt;9,01152E+17;9,01152E+17;"<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>""";0;"https://t.co/duUHmprtaI;";1;02/09/2017 23:27;"#raiva;";8,95839E+17;8,57176E+17;Recent;;;;;;
"	@dieegorod Diz q ele virava uma águia, um touro, um cisne! ";#Ironia;25/08/2017 18:35;pt;9,01151E+17;9,01151E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/L283Di5eFr;";2;02/09/2017 23:27;"#Rio;#RioDeJaneiro;#raiva;";8,95831E+17;132906498;Recent;;;;;;
#Inveja;",#Ironia""";25/08/2017 12:53;pt;9,01065E+17;9,01065E+17;"<a href=http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>""";1;"https://t.co/PCiNBW4hg2;";1;02/09/2017 23:27;"#Raiva;";8,95818E+17;33434898;Recent;;;;;;
"	@CRUSHTAEHYUNG q use linfo o seu #inveja	";#Ironia;25/08/2017 12:01;pt;9,01052E+17;9,01052E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;"https://t.co/gYP2WLCgX4;";0;02/09/2017 23:27;"#SeEuTivesseDinheiro;#raiva;";8,95808E+17;1058748655;Recent;;;;;;
"	Então @georgesoros é um colaborador do nazismo! Que supresa! #ironia #AntifaTerrorists {https}://t.co/cFuTYkOEqY	";#Ironia;25/08/2017 02:03;pt;9,00901E+17;9,00901E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;"https://t.co/zxdu71o4k7;";1;02/09/2017 23:27;"#raiva;";8,95805E+17;8,23709E+17;Recent;;;;;;
"	@nandinhatanaka Tem alguns que nem mesmo você colocando no final #ironia entendem. E daí haja problematização.	";#Ironia;25/08/2017 01:50;pt;9,00898E+17;9,00898E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";1;"https://t.co/K3oGRWB9JD;";1;02/09/2017 23:27;"#raiva;";8,95785E+17;8,74139E+17;Recent;;;;;;
"	@Dryzinho_praero Prefiro uma com Neto, Casagrande, Paschoal e Sormani. ";#Ironia;24/08/2017 23:49;pt;9,00868E+17;9,00868E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";1;"https://t.co/9yCxx6DfaN;";1;02/09/2017 23:27;"#Raiva;";8,9575E+17;185916083;Recent;;;;;;
#ironia;#Ironia;24/08/2017 21:16;pt;9,00829E+17;9,00829E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/zVplzRAAzn;";2;02/09/2017 23:27;"#RAIVA;";8,95716E+17;3172395171;Recent;;;;;;
"	Devemos viver cada dia como se fosse o último?";#Ironia;",#Ironia""";24/08/2017 21:04;pt;9,00826E+17;9,00826E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";"https://t.co/3elasqWdvr;";1;1;"#raiva;";8,9571E+17;3323074863;Recent;;;;;;
{https}://t.co/8ksnwKo8UG ;#Ironia;03/09/2017 02:16;pt;9,04166E+17;9,04166E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;1;1;02/09/2017 23:27;"#raiva;";8,95675E+17;3100673069;Recent;;;;;;
#ironia #quadrinhos {https}://t.co/Vr8qcr7goT;",#Ironia""";03/09/2017 01:51;pt;9,0416E+17;9,0416E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/7qZAAUZvCA;";3;02/09/2017 23:27;"#raiva;";8,9746E+17;32658545;Recent;;;;;;
"	Devemos viver cada dia como se fosse o último?";#Ironia;03/09/2017 00:20;pt;9,04137E+17;9,04137E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;"https://t.co/ERY7XhZpz7;";1;02/09/2017 23:27;"#raiva;";8,96734E+17;124008446;Recent;;;;;;
{https}://t.co/Joupf64JSh ;",#Ironia""";02/09/2017 22:46;pt;9,04113E+17;9,04113E+17;"<a href=http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>""";1;"https://t.co/l3DZG4gdPP;";2;02/09/2017 23:27;"#raiva;#corretor;#WhatsApp;";8,97268E+17;4431268882;Recent;;;;;;
#ironia #quadrinhos {https}://t.co/NMU6nMDC5C;#Ironia;02/09/2017 21:34;pt;9,04095E+17;9,04095E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/JXoyebCPOQ;";1;02/09/2017 23:27;"#raiva;";8,97205E+17;8,73795E+17;Recent;;;;;;
"	Palabra clave. #Ironía ?? {https}://t.co/uoFXRUKLgm	";#Ironia;02/09/2017 15:37;pt;9,04005E+17;9,04005E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/OqBir2Ovsu;";1;02/09/2017 23:27;"#raiva;";8,97191E+17;8,68566E+17;Recent;;;;;;
"	@Zerokrast22 @carioca_guil @felipeneto Essa vagabunda"""; to numa animação tao boa #ironia;02/09/2017 14:42;pt;9,03992E+17;9,03992E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;"https://t.co/E9Xkt8Qo4A;";1;02/09/2017 23:27;"#Vacina;#raiva;";8,97187E+17;8,291E+17;Recent;;;;;;
"	PAREM DE REPRIMIR O CARA, SEUS OPRESSORES DE MERDA. DEIXA ELE GOZAR ONDE QUISER #Humor #Ironia	";#Raiva;02/09/2017 02:57;pt;9,03814E+17;9,03814E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/0WXdz02SoK;";1;02/09/2017 23:27;"#Paciência;#Tempo;#Resultado;#Força;#Raiva;";8,97118E+17;289426143;Recent;;;;;;
"	Vcs estão bravos atoa. Deixa o cara bater a punhetinha dele em paz carai. O tiro saiu sem querer #Humor #Ironia	";#Raiva;02/09/2017 00:12;pt;9,03772E+17;9,03772E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/CsAjMSdTIK;";1;02/09/2017 23:27;"#raiva;#furia;#odio_mortal;";8,97122E+17;2965391165;Recent;;;;;;
"	@revistavoto Será que agora houve constrangimento? #ironia Corta o pinto dele. Acaba o problema.	";#Raiva;02/09/2017 00:11;pt;9,03772E+17;9,03772E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/kEMeerb28N;";1;02/09/2017 23:27;"#raiva;#cansei;#desisto;#tristeporemcomraiva;#masoqeisso;#seraquemorrohoje;";8,97116E+17;8,24811E+17;Recent;;;;;;
"	@Estadao Aí @fabiodedeus o cara é tão a frente do seu tempo q lança novos conceitos e cria novos cargos. Agora ele… {https}://t.co/NMhHk9dyPE	";",#Raiva""";01/09/2017 21:44;pt;9,03735E+17;9,03735E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;"https://t.co/PpxGP9SBT2;";1;02/09/2017 23:27;"#TULLALUANER;#RAIVA;#SURTO;";8,96761E+17;8,00818E+17;Recent;;;;;;
"	#cinemaislife #amore #ironia #impegno Robert  e Jane {https}://t.co/oFmMJO55vd	";#Raiva;01/09/2017 18:45;pt;9,0369E+17;9,0369E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;"https://t.co/sR2Khgc9Uv;";1;02/09/2017 23:27;"#RAIVA;#TOCADO;#SOM;#VIOLAO;";8,96836E+17;2872997183;Recent;;;;;;
